Vehicle Style,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,highway MPG,city mpg,Popularity,MSRP
4dr SUV,Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,32,27,586,21210
4dr SUV,Mazda,CX-3,2016,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,35,29,586,24990
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,34,29,586,24990
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,34,29,586,19960
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,34,29,586,21960
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,32,27,586,23210
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,32,27,586,26240
4dr SUV,Mazda,CX-3,2017,regular unleaded,146,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,32,27,586,21210
4dr SUV,Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,26,586,22795
4dr SUV,Mazda,CX-5,2014,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,31,25,586,24045
4dr SUV,Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,25,586,24815
4dr SUV,Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,26065
4dr SUV,Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,29070
4dr SUV,Mazda,CX-5,2014,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,35,26,586,21395
4dr SUV,Mazda,CX-5,2014,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,25,586,27820
4dr SUV,Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,25,586,27970
4dr SUV,Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,29220
4dr SUV,Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,26215
4dr SUV,Mazda,CX-5,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,35,26,586,21545
4dr SUV,Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,25,586,24965
4dr SUV,Mazda,CX-5,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,32,26,586,22945
4dr SUV,Mazda,CX-5,2015,regular unleaded,155,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,31,25,586,24195
4dr SUV,Mazda,CX-5,2015,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,24395
4dr SUV,Mazda,CX-5,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,35,26,586,21795
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,26465
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,24445
4dr SUV,Mazda,CX-5,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Crossover,Midsize,35,26,586,21795
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,23195
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,24895
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,29870
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,28570
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,29470
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,25215
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,25215
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,23595
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,33,26,586,28220
4dr SUV,Mazda,CX-5,2016,regular unleaded,184,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,30,24,586,26515
4dr SUV,Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,18,586,25950
4dr SUV,Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,17,586,27650
4dr SUV,Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,25,18,586,31335
4dr SUV,Mazda,CX-7,2010,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,23,17,586,33035
4dr SUV,Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,28,20,586,21700
4dr SUV,Mazda,CX-7,2010,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,28,20,586,22490
4dr SUV,Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,17,586,33340
4dr SUV,Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,18,586,31640
4dr SUV,Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,28,20,586,21990
4dr SUV,Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,17,586,27955
4dr SUV,Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,28,20,586,22795
4dr SUV,Mazda,CX-7,2011,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,28,20,586,26390
4dr SUV,Mazda,CX-7,2011,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,18,586,26255
4dr SUV,Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,18,586,26455
4dr SUV,Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,24,18,586,31840
4dr SUV,Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,27,20,586,26590
4dr SUV,Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,27,20,586,22995
4dr SUV,Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,17,586,28155
4dr SUV,Mazda,CX-7,2012,premium unleaded (recommended),244,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,21,17,586,33540
4dr SUV,Mazda,CX-7,2012,regular unleaded,161,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,27,20,586,22190
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,22,16,586,31575
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,24,17,586,29985
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,24,17,586,32480
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,22,16,586,34070
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,22,16,586,31575
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,Crossover,Large,22,16,586,34070
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,24,17,586,32480
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,Crossover,Large,24,17,586,29985
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,28,22,586,35970
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,27,21,586,33320
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,27,21,586,41970
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,28,22,586,40170
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,front wheel drive,4,Crossover,Large,28,22,586,31520
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,27,21,586,44015
4dr SUV,Mazda,CX-9,2016,regular unleaded,227,4,AUTOMATIC,all wheel drive,4,Crossover,Large,27,21,586,37770
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,25,19,586,23545
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,MANUAL,front wheel drive,4,Crossover,Compact,28,22,586,19730
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Compact,26,18,586,25885
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,20,586,24620
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Compact,24,17,586,24805
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,25,19,586,24690
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,25,19,586,26375
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Compact,24,17,586,25950
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,20,586,22935
4dr SUV,Mazda,Tribute,2009,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,20,586,21790
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Compact,26,18,586,24200
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,front wheel drive,4,Crossover,Compact,26,18,586,23055
4dr SUV,Mazda,Tribute,2009,regular unleaded,240,6,AUTOMATIC,all wheel drive,4,Crossover,Compact,24,17,586,27635
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,24200
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,27305
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,23590
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,25550
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,MANUAL,front wheel drive,4,Crossover,Compact,28,22,586,20405
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,22445
4dr SUV,Mazda,Tribute,2010,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,25345
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,25700
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,25495
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,23740
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,front wheel drive,4,Crossover,Compact,28,21,586,22595
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,24350
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,MANUAL,front wheel drive,4,Crossover,Compact,28,23,586,20555
4dr SUV,Mazda,Tribute,2011,regular unleaded,171,4,AUTOMATIC,all wheel drive,4,Crossover,Compact,26,20,586,27455
4dr SUV,Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,25,19,586,27165
4dr SUV,Mazda,Tribute,2010,flex-fuel (unleaded/E85),240,6,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,23,18,586,28915
4dr SUV,Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,AUTOMATIC,all wheel drive,4,"Crossover,Flex Fuel",Compact,23,18,586,29065
4dr SUV,Mazda,Tribute,2011,flex-fuel (unleaded/E85),240,6,AUTOMATIC,front wheel drive,4,"Crossover,Flex Fuel",Compact,25,19,586,27315
4dr SUV,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,30,34,586,27995
4dr SUV,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,27,29,586,27235
4dr SUV,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,27,29,586,29745
4dr SUV,Mazda,Tribute Hybrid,2008,regular unleaded,133,4,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,30,34,586,25485
4dr SUV,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,31,34,586,29175
4dr SUV,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,front wheel drive,4,"Crossover,Hybrid",Compact,31,34,586,31695
4dr SUV,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,27,29,586,30925
4dr SUV,Mazda,Tribute Hybrid,2009,regular unleaded,177,4,AUTOMATIC,all wheel drive,4,"Crossover,Hybrid",Compact,27,29,586,33445
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,22,16,586,36625
4dr SUV,Mazda,CX-9,2014,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,24,17,586,35035
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,front wheel drive,4,"Crossover,Performance",Large,24,17,586,35035
4dr SUV,Mazda,CX-9,2015,regular unleaded,273,6,AUTOMATIC,all wheel drive,4,"Crossover,Performance",Large,22,16,586,36625
Sedan,Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,23,17,586,27995
Sedan,Mazda,Mazdaspeed 6,2006,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,23,17,586,29925
Sedan,Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,23,17,586,29925
Sedan,Mazda,Mazdaspeed 6,2007,premium unleaded (required),274,4,MANUAL,all wheel drive,4,"Factory Tuner,Performance",Midsize,23,17,586,27995
Convertible,Mazda,Mazdaspeed MX-5 Miata,2004,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,24,18,586,25730
Convertible,Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,24,18,586,25780
Convertible,Mazda,Mazdaspeed MX-5 Miata,2005,premium unleaded (required),178,4,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,24,18,586,26580
Sedan,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,27,21,586,20480
Sedan,Mazda,Mazdaspeed Protege,2003,premium unleaded (required),170,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,27,21,586,19980
Coupe,Mazda,RX-7,1993,regular unleaded,255,2,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,23,15,586,7523
Coupe,Mazda,RX-7,1994,regular unleaded,255,2,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,23,15,586,8147
Coupe,Mazda,RX-7,1995,regular unleaded,255,2,MANUAL,rear wheel drive,2,"Factory Tuner,Performance",Compact,23,15,586,8839
Extended Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,four wheel drive,4,Flex Fuel,Compact,20,16,586,3206
Extended Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,21,16,586,3119
Extended Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,four wheel drive,2,Flex Fuel,Compact,20,16,586,3214
Extended Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,21,16,586,2853
Extended Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,21,16,586,2946
Regular Cab Pickup,Mazda,B-Series Pickup,1999,flex-fuel (unleaded/E85),150,6,MANUAL,four wheel drive,2,Flex Fuel,Compact,20,16,586,3011
Extended Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,21,16,586,3107
Extended Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,four wheel drive,4,Flex Fuel,Compact,20,15,586,3394
Regular Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,21,16,586,2689
Extended Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,4,Flex Fuel,Compact,21,16,586,3289
Regular Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,21,16,586,2413
Extended Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,rear wheel drive,2,Flex Fuel,Compact,21,16,586,3032
Regular Cab Pickup,Mazda,B-Series Pickup,2000,flex-fuel (unleaded/E85),143,6,MANUAL,four wheel drive,2,Flex Fuel,Compact,20,15,586,3190
4dr Hatchback,Mazda,2,2012,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,16020
4dr Hatchback,Mazda,2,2012,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,14530
4dr Hatchback,Mazda,2,2012,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,16860
4dr Hatchback,Mazda,2,2012,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,15370
4dr Hatchback,Mazda,2,2013,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,17050
4dr Hatchback,Mazda,2,2013,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,15560
4dr Hatchback,Mazda,2,2013,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,16210
4dr Hatchback,Mazda,2,2013,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,14720
4dr Hatchback,Mazda,2,2014,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,17050
4dr Hatchback,Mazda,2,2014,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,34,28,586,15560
4dr Hatchback,Mazda,2,2014,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,16210
4dr Hatchback,Mazda,2,2014,regular unleaded,100,4,MANUAL,front wheel drive,4,Hatchback,Compact,35,29,586,14720
2dr Hatchback,Mazda,323,1992,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,33,25,586,2000
2dr Hatchback,Mazda,323,1992,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,33,25,586,2000
2dr Hatchback,Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,33,25,586,2000
2dr Hatchback,Mazda,323,1993,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,32,24,586,2000
2dr Hatchback,Mazda,323,1994,regular unleaded,82,4,MANUAL,front wheel drive,2,Hatchback,Compact,33,25,586,2000
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,24295
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,20095
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,19995
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,21145
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,23245
4dr Hatchback,Mazda,3,2015,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,18945
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,20745
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,24295
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,21795
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,40,30,586,19595
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,23245
4dr Hatchback,Mazda,3,2016,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,40,29,586,18545
4dr Hatchback,Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,37,28,586,20145
4dr Hatchback,Mazda,3,2017,regular unleaded,155,4,MANUAL,front wheel drive,4,Hatchback,Compact,37,27,586,19095
4dr Hatchback,Mazda,3,2017,regular unleaded,155,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,37,28,586,22245
2dr Hatchback,Mazda,MX-3,1993,regular unleaded,130,6,MANUAL,front wheel drive,2,Hatchback,Compact,26,20,586,2000
2dr Hatchback,Mazda,MX-3,1993,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,32,24,586,2000
2dr Hatchback,Mazda,MX-3,1993,regular unleaded,130,6,MANUAL,front wheel drive,2,Hatchback,Compact,26,20,586,2000
2dr Hatchback,Mazda,MX-3,1994,regular unleaded,130,6,MANUAL,front wheel drive,2,Hatchback,Compact,26,20,586,2000
2dr Hatchback,Mazda,MX-3,1994,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,34,25,586,2000
2dr Hatchback,Mazda,MX-3,1995,regular unleaded,88,4,MANUAL,front wheel drive,2,Hatchback,Compact,34,25,586,2000
4dr Hatchback,Mazda,Mazdaspeed 3,2011,premium unleaded (required),263,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,25,18,586,23700
4dr Hatchback,Mazda,Mazdaspeed 3,2012,premium unleaded (required),263,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,25,18,586,24000
4dr Hatchback,Mazda,Mazdaspeed 3,2013,premium unleaded (required),263,4,MANUAL,front wheel drive,4,"Hatchback,Factory Tuner,Performance",Compact,25,18,586,24200
4dr Hatchback,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,37,27,586,25395
4dr Hatchback,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,35,26,586,25545
4dr Hatchback,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,35,26,586,24345
4dr Hatchback,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,37,27,586,26595
4dr Hatchback,Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,37,27,586,25495
4dr Hatchback,Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,37,27,586,26495
4dr Hatchback,Mazda,3,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,35,26,586,25445
4dr Hatchback,Mazda,3,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,35,26,586,24945
4dr Hatchback,Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,33,25,586,23895
4dr Hatchback,Mazda,3,2017,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,"Hatchback,Performance",Compact,35,26,586,23445
4dr Hatchback,Mazda,3,2017,regular unleaded,184,4,MANUAL,front wheel drive,4,"Hatchback,Performance",Compact,33,25,586,22395
Sedan,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,37,25,586,25045
Sedan,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,39,28,586,26095
Sedan,Mazda,3,2015,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,37,25,586,23845
Sedan,Mazda,3,2015,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,39,28,586,24895
Sedan,Mazda,3,2016,regular unleaded,184,4,MANUAL,front wheel drive,4,Performance,Compact,37,25,586,24745
Sedan,Mazda,3,2016,regular unleaded,184,4,AUTOMATIC,front wheel drive,4,Performance,Compact,39,28,586,25795
